index,workflow_ID,dataset_name,class_key,filter_min_counts,normalize_size_factors,scale_input,logtrans_input,model_name,ae_type,hidden_size,hidden_dropout,batchnorm,activation,init,epochs,reduce_lr,early_stop,batch_size,optimizer,verbose,threads,learning_rate,n_perm,permute,mode,pct_split,obs_key,n_keep,keep_obs,train_test_random_seed,obs_subsample,make_fake,true_celltype,false_celltype,pct_false,predictor_model,predict_key,predictor_hidden_sizes,predictor_epochs,predictor_batch_size,semi_sup,predictor_activation,unlabeled_category,save_zinb_param,use_raw_as_output,contrastive_margin,same_class_pct,change_perm,use_TEST,split_strategy,batch_removal_weight,use_hvg
3952,3952,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,32,0.05,True,tanh,glorot_uniform,100.0,15.0,30.0,64.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.1,0.8,True,True,random,,
3953,3953,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,64,0.0,True,tanh,glorot_uniform,300.0,15.0,30.0,128.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,1.0,0.7,True,True,random,,
3954,3954,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,64,0.05,True,tanh,glorot_uniform,300.0,15.0,30.0,256.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.01,0.9,True,True,random,,
3955,3955,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,128,0.1,True,relu,glorot_uniform,100.0,5.0,30.0,256.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,1.0,0.9,True,True,random,,
3956,3956,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,64,0.1,True,relu,glorot_uniform,100.0,5.0,30.0,64.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.1,0.8,True,True,random,,
3957,3957,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,128,0.05,True,tanh,glorot_uniform,300.0,5.0,30.0,64.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.01,0.9,True,True,random,,
3958,3958,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,32,0.0,True,relu,glorot_uniform,300.0,5.0,30.0,64.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.01,0.8,True,True,random,,
3959,3959,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,32,0.05,True,relu,glorot_uniform,100.0,10.0,30.0,128.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.01,0.7,True,True,random,,
3960,3960,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,32,0.0,True,relu,glorot_uniform,300.0,5.0,30.0,128.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.01,0.9,True,True,random,,
3961,3961,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,32,0.05,True,tanh,glorot_uniform,100.0,5.0,30.0,64.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.01,0.9,True,True,random,,
3962,3962,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,32,0.1,True,tanh,glorot_uniform,300.0,5.0,30.0,256.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.01,0.9,True,True,random,,
3963,3963,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,32,0.0,True,relu,glorot_uniform,300.0,15.0,30.0,256.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.01,0.7,True,True,random,,
3964,3964,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,128,0.1,True,relu,glorot_uniform,100.0,15.0,30.0,64.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,1.0,0.9,True,True,random,,
3965,3965,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,128,0.05,True,tanh,glorot_uniform,300.0,15.0,30.0,128.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.1,0.9,True,True,random,,
3966,3966,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,32,0.0,True,relu,glorot_uniform,100.0,5.0,30.0,128.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,1.0,0.8,True,True,random,,
3967,3967,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,64,0.1,True,relu,glorot_uniform,100.0,10.0,30.0,128.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,1.0,0.7,True,True,random,,
3968,3968,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,32,0.05,True,relu,glorot_uniform,100.0,5.0,30.0,128.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.01,0.9,True,True,random,,
3969,3969,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,32,0.0,True,tanh,glorot_uniform,100.0,10.0,30.0,64.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,1.0,0.8,True,True,random,,
3970,3970,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,64,0.0,True,relu,glorot_uniform,300.0,15.0,30.0,64.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.1,0.9,True,True,random,,
3971,3971,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,128,0.05,True,relu,glorot_uniform,300.0,15.0,30.0,64.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,1.0,0.7,True,True,random,,
3972,3972,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,32,0.05,True,tanh,glorot_uniform,300.0,15.0,30.0,128.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.01,0.9,True,True,random,,
3973,3973,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,128,0.1,True,relu,glorot_uniform,100.0,5.0,30.0,64.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,1.0,0.8,True,True,random,,
3974,3974,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,64,0.1,True,relu,glorot_uniform,300.0,5.0,30.0,64.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.1,0.9,True,True,random,,
3975,3975,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,128,0.0,True,relu,glorot_uniform,100.0,10.0,30.0,64.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,1.0,0.8,True,True,random,,
3976,3976,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,128,0.05,True,tanh,glorot_uniform,100.0,15.0,30.0,256.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,1.0,0.7,True,True,random,,
3977,3977,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,32,0.1,True,relu,glorot_uniform,100.0,15.0,30.0,64.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.01,0.8,True,True,random,,
3978,3978,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,64,0.1,True,relu,glorot_uniform,100.0,5.0,30.0,64.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.1,0.7,True,True,random,,
3979,3979,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,64,0.0,True,tanh,glorot_uniform,100.0,10.0,30.0,256.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.01,0.8,True,True,random,,
3980,3980,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,64,0.1,True,tanh,glorot_uniform,300.0,10.0,30.0,256.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.01,0.7,True,True,random,,
3981,3981,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,128,0.1,True,relu,glorot_uniform,300.0,5.0,30.0,256.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,1.0,0.9,True,True,random,,
3982,3982,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,64,0.1,True,relu,glorot_uniform,100.0,5.0,30.0,64.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.1,0.9,True,True,random,,
3983,3983,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,32,0.05,True,tanh,glorot_uniform,100.0,5.0,30.0,256.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.1,0.9,True,True,random,,
3984,3984,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,128,0.0,True,tanh,glorot_uniform,100.0,5.0,30.0,256.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.01,0.8,True,True,random,,
3985,3985,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,128,0.05,True,tanh,glorot_uniform,100.0,10.0,30.0,128.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,1.0,0.7,True,True,random,,
3986,3986,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,128,0.0,True,tanh,glorot_uniform,100.0,5.0,30.0,256.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,1.0,0.7,True,True,random,,
3987,3987,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,64,0.1,True,tanh,glorot_uniform,300.0,5.0,30.0,64.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,1.0,0.8,True,True,random,,
3988,3988,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,64,0.0,True,relu,glorot_uniform,300.0,10.0,30.0,256.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,1.0,0.8,True,True,random,,
3989,3989,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,32,0.1,True,relu,glorot_uniform,100.0,15.0,30.0,256.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.1,0.9,True,True,random,,
3990,3990,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,32,0.0,True,relu,glorot_uniform,100.0,15.0,30.0,256.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.01,0.9,True,True,random,,
3991,3991,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,64,0.0,True,relu,glorot_uniform,100.0,5.0,30.0,256.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.1,0.8,True,True,random,,
3992,3992,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,128,0.05,True,relu,glorot_uniform,100.0,10.0,30.0,64.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.1,0.9,True,True,random,,
3993,3993,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,128,0.0,True,tanh,glorot_uniform,300.0,15.0,30.0,64.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.1,0.9,True,True,random,,
3994,3994,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,128,0.0,True,tanh,glorot_uniform,100.0,5.0,30.0,256.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.1,0.9,True,True,random,,
3995,3995,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,64,0.05,True,tanh,glorot_uniform,300.0,5.0,30.0,64.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,1.0,0.7,True,True,random,,
3996,3996,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,64,0.0,True,tanh,glorot_uniform,300.0,5.0,30.0,256.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.1,0.9,True,True,random,,
3997,3997,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,64,0.05,True,relu,glorot_uniform,100.0,15.0,30.0,128.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,1.0,0.7,True,True,random,,
3998,3998,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,32,0.0,True,tanh,glorot_uniform,300.0,5.0,30.0,64.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.01,0.7,True,True,random,,
3999,3999,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,32,0.05,True,relu,glorot_uniform,100.0,15.0,30.0,64.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.01,0.9,True,True,random,,
4000,4000,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,32,0.0,True,relu,glorot_uniform,100.0,15.0,30.0,128.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,1.0,0.7,True,True,random,,
4001,4001,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,128,0.05,True,tanh,glorot_uniform,300.0,15.0,30.0,256.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.01,0.8,True,True,random,,
4002,4002,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,64,0.1,True,tanh,glorot_uniform,100.0,5.0,30.0,128.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.1,0.8,True,True,random,,
4003,4003,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,64,0.1,True,tanh,glorot_uniform,300.0,5.0,30.0,256.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.1,0.8,True,True,random,,
4004,4004,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,128,0.1,True,relu,glorot_uniform,300.0,15.0,30.0,64.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.01,0.7,True,True,random,,
4005,4005,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,64,0.05,True,tanh,glorot_uniform,300.0,5.0,30.0,256.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.1,0.8,True,True,random,,
4006,4006,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,64,0.05,True,tanh,glorot_uniform,300.0,10.0,30.0,128.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,1.0,0.8,True,True,random,,
4007,4007,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,32,0.1,True,tanh,glorot_uniform,300.0,10.0,30.0,64.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.01,0.8,True,True,random,,
4008,4008,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,128,0.0,True,relu,glorot_uniform,100.0,5.0,30.0,64.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.1,0.7,True,True,random,,
4009,4009,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,128,0.05,True,relu,glorot_uniform,300.0,5.0,30.0,128.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.1,0.8,True,True,random,,
4010,4010,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,64,0.1,True,tanh,glorot_uniform,300.0,15.0,30.0,64.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.01,0.9,True,True,random,,
4011,4011,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,64,0.1,True,relu,glorot_uniform,100.0,15.0,30.0,128.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,1.0,0.7,True,True,random,,
4012,4012,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,128,0.1,True,tanh,glorot_uniform,300.0,5.0,30.0,256.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.1,0.7,True,True,random,,
4013,4013,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,32,0.0,True,relu,glorot_uniform,300.0,15.0,30.0,256.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.1,0.9,True,True,random,,
4014,4014,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,64,0.05,True,relu,glorot_uniform,300.0,5.0,30.0,128.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.1,0.9,True,True,random,,
4015,4015,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,64,0.0,True,relu,glorot_uniform,100.0,5.0,30.0,128.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,1.0,0.7,True,True,random,,
4016,4016,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,64,0.1,True,tanh,glorot_uniform,300.0,10.0,30.0,128.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.1,0.8,True,True,random,,
4017,4017,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,64,0.05,True,relu,glorot_uniform,300.0,15.0,30.0,128.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.01,0.8,True,True,random,,
4018,4018,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,64,0.05,True,tanh,glorot_uniform,100.0,10.0,30.0,128.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.1,0.7,True,True,random,,
4019,4019,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,64,0.1,True,relu,glorot_uniform,300.0,10.0,30.0,64.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.1,0.7,True,True,random,,
4020,4020,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,128,0.05,True,relu,glorot_uniform,300.0,5.0,30.0,128.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.1,0.8,True,True,random,,
4021,4021,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,128,0.0,True,relu,glorot_uniform,300.0,10.0,30.0,256.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.01,0.7,True,True,random,,
4022,4022,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,128,0.05,True,tanh,glorot_uniform,300.0,10.0,30.0,128.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.1,0.9,True,True,random,,
4023,4023,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,64,0.05,True,relu,glorot_uniform,300.0,10.0,30.0,128.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.01,0.8,True,True,random,,
4024,4024,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,128,0.0,True,tanh,glorot_uniform,300.0,10.0,30.0,128.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,1.0,0.8,True,True,random,,
4025,4025,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,128,0.05,True,tanh,glorot_uniform,100.0,5.0,30.0,256.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.1,0.7,True,True,random,,
4026,4026,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,128,0.05,True,relu,glorot_uniform,300.0,10.0,30.0,64.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.1,0.8,True,True,random,,
4027,4027,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,128,0.0,True,relu,glorot_uniform,300.0,5.0,30.0,128.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,1.0,0.8,True,True,random,,
4028,4028,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,64,0.05,True,tanh,glorot_uniform,300.0,5.0,30.0,64.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,1.0,0.7,True,True,random,,
4029,4029,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,32,0.05,True,relu,glorot_uniform,100.0,15.0,30.0,256.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,1.0,0.9,True,True,random,,
4030,4030,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,32,0.05,True,tanh,glorot_uniform,100.0,15.0,30.0,64.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.1,0.9,True,True,random,,
4031,4031,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,64,0.0,True,relu,glorot_uniform,300.0,5.0,30.0,256.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.1,0.9,True,True,random,,
4032,4032,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,128,0.1,True,relu,glorot_uniform,300.0,5.0,30.0,256.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.01,0.8,True,True,random,,
4033,4033,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,128,0.1,True,relu,glorot_uniform,300.0,10.0,30.0,64.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.1,0.8,True,True,random,,
4034,4034,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,32,0.1,True,tanh,glorot_uniform,300.0,5.0,30.0,256.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.01,0.7,True,True,random,,
4035,4035,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,128,0.0,True,tanh,glorot_uniform,100.0,15.0,30.0,64.0,Adamax,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.1,0.8,True,True,random,,
4036,4036,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,32,0.0,True,tanh,glorot_uniform,100.0,10.0,30.0,128.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,1.0,0.7,True,True,random,,
4037,4037,pbmc3k_processed,louvain,True,True,False,True,dca_permuted,contrastive,64,0.0,True,relu,glorot_uniform,300.0,15.0,30.0,256.0,RMSprop,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,0.0,softmax,,0.0,0.0,0.01,0.9,True,True,random,,
4038,4038,pbmc3k_processed,louvain,True,True,False,False,dca_permuted,contrastive,128,0.0,True,relu,glorot_uniform,100.0,15.0,30.0,64.0,Adam,True,,,1,True,percentage,0.75,,,,89.0,,False,,,,MLP,louvain,16,100,32,1.0,softmax,,0.0,0.0,0.01,0.8,True,True,random,,
